case,l2_degraded,l2_restored,cosine_degraded,cosine_restored,ssim_degraded,ssim_restored
A_ratio_08_04_06,932.973097179932,54.31552922996655,0.6275359718612294,0.998972373166392,0.1623534418656193,0.9908032068230654
A_ratio_04_06_08,921.3442015927246,54.573850417041506,0.6393895137488252,0.9989625481186857,0.18195593524352774,0.9907115012870062
forest_random_noise,252.18848729813357,66.53010080152649,0.6321264202101667,0.9788837894783218,0.21051715392276252,0.8438043400948839
mona_lisa_random_noise,253.93837258350217,32.231490739063986,0.6323109872266336,0.9951552652032603,0.2937241468884298,0.9847611697321811
potala_palace_random_noise,259.7416433235767,58.984350096267505,0.6325405653421481,0.9844176118863809,0.26359769959872364,0.9333175881670692
the_school_of_athens_random_noise,391.4679653227,70.04270555411681,0.6324025551412163,0.9903483030870328,0.22785449203635838,0.9447225303166753
xihu_random_noise,407.8703257905816,28.587891192085856,0.6323973738292001,0.9985250059213507,0.272474132629785,0.994572849616485
