case_id,cosine,finite,generated_noise,known_pixel_max_diff,l2_error,method,mse,noise_ratio,noise_source,psnr,runtime_sec,seed,source,ssim
sample_mona_lisa,0.958178003434436,True,False,0.0,53.14580254810018,local_mean_only,0.04184409375528371,,mona_lisa_random_noise.png,13.783658335012445,6.300000313785858e-05,,mona_lisa.png,0.41409940940455997
sample_mona_lisa,0.958178003434436,True,False,0.0,53.14580254810018,linear_ridge_main,0.04184409375528371,,mona_lisa_random_noise.png,13.783658335012445,0.0013037999997322913,,mona_lisa.png,0.41409940940455997
sample_mona_lisa,0.958178003434436,True,False,0.0,53.14580254810018,quadratic_gaussian_main_modify,0.04184409375528371,,mona_lisa_random_noise.png,13.783658335012445,7.879999975557439e-05,,mona_lisa.png,0.41409940940455997
sample_mona_lisa,0.958178003434436,True,False,0.0,53.14580254810018,adaptive_rgb_no_ycrcb,0.04184409375528371,,mona_lisa_random_noise.png,13.783658335012445,0.00012829999832320027,,mona_lisa.png,0.41409940940455997
sample_mona_lisa,0.958178003434436,True,False,0.0,53.14580254810018,fixed_window_ycrcb,0.04184409375528371,,mona_lisa_random_noise.png,13.783658335012445,0.0022309999985736795,,mona_lisa.png,0.41409940940455997
sample_mona_lisa,0.958178003434436,True,False,0.0,53.14580254810018,full_adaptive_ycrcb,0.04184409375528371,,mona_lisa_random_noise.png,13.783658335012445,0.0015372999987448566,,mona_lisa.png,0.41409940940455997
sample_potala_palace,0.9003001855598848,True,False,0.0,95.37792425942463,degraded,0.13476960645980063,,potala_palace_random_noise.png,8.704080398118286,1.809999957913533e-05,,potala_palace.png,0.270743746225925
sample_potala_palace,0.9069092522044231,True,False,0.0,94.42843306733835,telea_only,0.13209968846744885,,potala_palace_random_noise.png,8.79098206587043,0.004365500000858447,,potala_palace.png,0.27660099378101527
sample_potala_palace,0.9069458040542319,True,False,0.0,94.40720622147782,local_mean_only,0.13204030498584654,,potala_palace_random_noise.png,8.792934812099688,0.0004724000027636066,,potala_palace.png,0.2754753649612516
sample_potala_palace,0.9067428836675545,True,False,0.0,94.39440473706165,linear_ridge_main,0.1320044984542845,,potala_palace_random_noise.png,8.794112686382098,0.09179950000179815,,potala_palace.png,0.2609295109827508
sample_potala_palace,0.9070005024795169,True,False,0.0,94.41064312431207,quadratic_gaussian_main_modify,0.13204991903920318,,potala_palace_random_noise.png,8.792618607261831,0.033784600000217324,,potala_palace.png,0.27706508366126853
sample_potala_palace,0.9070008916310761,True,False,0.0,94.40675176143874,adaptive_rgb_no_ycrcb,0.13203903375030987,,potala_palace_random_noise.png,8.792976624577818,0.07925129999784986,,potala_palace.png,0.27611068825161644
sample_potala_palace,0.9067428836675545,True,False,0.0,94.39440473706165,fixed_window_ycrcb,0.1320044984542845,,potala_palace_random_noise.png,8.794112686382098,0.09484800000063842,,potala_palace.png,0.2609295109827508
sample_potala_palace,0.906775702709943,True,False,0.0,94.38802204545898,full_adaptive_ycrcb,0.1319866474911711,,potala_palace_random_noise.png,8.794700022352087,0.14378399999986868,,potala_palace.png,0.2603975700590354
sample_the_school_of_athens,0.9487586038609138,True,False,0.0,86.8692970892964,degraded,0.11179666335982874,,the_school_of_athens_random_noise.png,9.515711580420701,1.889999839477241e-05,,the_school_of_athens.png,0.3390531414203646
sample_the_school_of_athens,0.9489518127261148,True,False,0.0,86.84286279975697,telea_only,0.11172863435936908,,the_school_of_athens_random_noise.png,9.51835509511212,0.0007998000000952743,,the_school_of_athens.png,0.33952596240131566
sample_the_school_of_athens,0.9489456812610416,True,False,0.0,86.84243226766918,local_mean_only,0.11172752655058829,,the_school_of_athens_random_noise.png,9.518398156376445,0.0008698999990883749,,the_school_of_athens.png,0.3394976452132639
sample_the_school_of_athens,0.9489491418536203,True,False,0.0,86.84208788385945,linear_ridge_main,0.11172664041522916,,the_school_of_athens_random_noise.png,9.518432601354753,0.04421370000272873,,the_school_of_athens.png,0.3395712444342802
sample_the_school_of_athens,0.9489534757977052,True,False,0.0,86.84235386942794,quadratic_gaussian_main_modify,0.11172732482345102,,the_school_of_athens_random_noise.png,9.518405997690433,0.020790099999430822,,the_school_of_athens.png,0.33963230888223306
sample_the_school_of_athens,0.9489481096492342,True,False,0.0,86.8426023062946,adaptive_rgb_no_ycrcb,0.11172796407895172,,the_school_of_athens_random_noise.png,9.518381149306862,0.060025800001312746,,the_school_of_athens.png,0.3391251181865424
sample_the_school_of_athens,0.9489491418536203,True,False,0.0,86.84208788385945,fixed_window_ycrcb,0.11172664041522916,,the_school_of_athens_random_noise.png,9.518432601354753,0.04569400000036694,,the_school_of_athens.png,0.3395712444342802
sample_the_school_of_athens,0.9489489751508569,True,False,0.0,86.84202851334932,full_adaptive_ycrcb,0.11172648764908702,,the_school_of_athens_random_noise.png,9.518438539556929,0.12254880000182311,,the_school_of_athens.png,0.33955308147322544
sample_xihu,0.942834934628549,True,False,0.0,99.18399997128553,degraded,0.14574023481931808,,xihu_random_noise.png,8.36420535067491,2.0399998902576044e-05,,xihu.png,0.24127940073243836
sample_xihu,0.9435047650552255,True,False,0.0,99.07652274064621,telea_only,0.14542455345744867,,xihu_random_noise.png,8.373622610779098,0.0008398999998462386,,xihu.png,0.24217702432718358
sample_xihu,0.9435100146538211,True,False,0.0,99.07639350323541,local_mean_only,0.14542417406826594,,xihu_random_noise.png,8.373633940835786,0.00044350000098347664,,xihu.png,0.242212425678616
sample_xihu,0.943493744513568,True,False,0.0,99.07698064312213,linear_ridge_main,0.14542589767937186,,xihu_random_noise.png,8.373582467250941,0.04603599999973085,,xihu.png,0.242176372158742
sample_xihu,0.943508927566191,True,False,0.0,99.07571413823892,quadratic_gaussian_main_modify,0.14542217973336347,,xihu_random_noise.png,8.373693500024471,0.023458300001948373,,xihu.png,0.24216432561970205
sample_xihu,0.9435095261211467,True,False,0.0,99.07590183770404,adaptive_rgb_no_ycrcb,0.1454227307400647,,xihu_random_noise.png,8.37367704457614,0.07073460000174236,,xihu.png,0.24219741015269344
sample_xihu,0.943493744513568,True,False,0.0,99.07698064312213,fixed_window_ycrcb,0.14542589767937186,,xihu_random_noise.png,8.373582467250941,0.04623889999857056,,xihu.png,0.242176372158742
sample_xihu,0.9434961142762062,True,False,0.0,99.0773262655485,full_adaptive_ycrcb,0.14542691229525848,,xihu_random_noise.png,8.373552167245874,0.13186810000115656,,xihu.png,0.24220141024688413
